county_desc	precinct_abbrv	vtd_abbrv	age	party_cd	race_code	ethnic_code	sex_code	total_voters	election_date	stats_type	update_date	voting_method	voting_method_desc	voted_party_cd
MECKLENBURG	210	210	Age 41 - 65	UNA	A	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
ROBESON	18A	18A	Age 41 - 65	DEM	B	NL	F	48	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	15-03	15-03	Age 41 - 65	DEM	W	NL	F	99	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
JOHNSTON	PR35	PR03	Age 41 - 65	UNA	W	NL	M	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CUMBERLAND	CC34	CC34	Age 26 - 40	UNA	B	NL	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
JACKSON	SCC	ALLSC	Age 41 - 65	REP	W	NL	F	50	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
JOHNSTON	PR32	PR32	Age 26 - 40	UNA	O	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CASWELL	PH	PROS	Age 41 - 65	REP	W	NL	F	18	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
CUMBERLAND	G10A	G10	Age 26 - 40	UNA	O	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
UNION	028D	028	Age 18 - 25	UNA	A	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GRAHAM	WEST	WEST	Age 18 - 25	REP	W	NL	M	15	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
FRANKLIN	09	09	Age 26 - 40	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ONSLOW	CL10	CL10	Age 41 - 65	UNA	W	NL	F	2	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	UNA
FRANKLIN	08	08	Age 26 - 40	UNA	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
RANDOLPH	AW	07	Age 41 - 65	DEM	B	UN	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
NEW HANOVER	CF02	CF02	Age 41 - 65	DEM	B	NL	M	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
WAKE	02-02	02-02	Age 18 - 25	DEM	U	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HENDERSON	CC	CC	Age Over 66	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CLEVELAND	KINGST	KINGST	Age 41 - 65	REP	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
WAKE	01-26	01-26	Age 18 - 25	UNA	A	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
NEW HANOVER	W21	W21	Age Over 66	REP	W	NL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
ALAMANCE	03N2	03N	Age Over 66	REP	U	UN	U	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
DURHAM	08	08	Age 41 - 65	DEM	B	NL	M	7	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
MECKLENBURG	144	144	Age 18 - 25	DEM	U	UN	U	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ALAMANCE	03S	03S	Age 41 - 65	UNA	W	UN	M	33	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ONSLOW	SF18	SF18	Age Over 66	UNA	O	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
LEE	B2	B	Age 26 - 40	DEM	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MCDOWELL	CCREEK	CCREEK	Age 41 - 65	UNA	I	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GUILFORD	G43	G43	Age 18 - 25	UNA	M	HL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GUILFORD	G28	G28	Age 41 - 65	DEM	W	NL	F	39	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HENDERSON	CV	HV-2	Age Over 66	REP	O	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
BUNCOMBE	56.2	102.1	Age 41 - 65	DEM	W	NL	F	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	01-33	01-33	Age Over 66	DEM	W	NL	M	46	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CUMBERLAND	G1A	G1	Age 18 - 25	DEM	B	UN	U	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	040	040	Age 18 - 25	UNA	B	UN	F	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
UNION	037A	037A	Age Over 66	UNA	U	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	207	207	Age 26 - 40	UNA	W	NL	F	80	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GASTON	41	41	Age 41 - 65	DEM	U	UN	U	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
SURRY	05	05	Age 41 - 65	DEM	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	225	225	Age 26 - 40	UNA	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GUILFORD	SF4	SF4	Age 41 - 65	REP	B	NL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	01-41	01-41	Age 26 - 40	UNA	A	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
SURRY	09	09	Age Over 66	UNA	W	NL	M	7	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
HERTFORD	CO	CO	Age 26 - 40	REP	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	102	102	Age Over 66	DEM	B	NL	F	35	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
TRANSYLVANIA	B3	B3	Age 26 - 40	REP	U	UN	U	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
GUILFORD	G58	G58	Age 26 - 40	UNA	O	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
SCOTLAND	01-16	01	Age 26 - 40	DEM	W	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
CUMBERLAND	G5B-1	G5	Age 41 - 65	DEM	B	UN	U	16	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
SURRY	10	10	Age 41 - 65	DEM	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WILSON	PRCR	PRCR	Age 41 - 65	DEM	B	UN	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAYNE	23	23	Age 18 - 25	REP	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
ALAMANCE	128	128	Age 41 - 65	UNA	U	UN	U	7	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	120	120	Age 26 - 40	LIB	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	LIB
ANSON	MM	MM	Age Over 66	DEM	W	NL	F	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	DEM
CUMBERLAND	CC519	CC05	Age 41 - 65	REP	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
LINCOLN	HC33	HV07	Age Over 66	UNA	U	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
PITT	1508B	1508B	Age 26 - 40	REP	U	UN	U	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CHATHAM	30	30	Age 26 - 40	UNA	W	NL	F	28	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GUILFORD	H28	HP	Age 26 - 40	REP	W	UN	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
GUILFORD	H04	H04	Age 41 - 65	UNA	U	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAKE	13-11	13-11	Age 18 - 25	UNA	W	NL	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
CUMBERLAND	CC07	CC07	Age 26 - 40	UNA	O	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
YANCEY	08 CRA	08-CRA	Age 41 - 65	REP	W	NL	F	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
MECKLENBURG	148	148	Age 41 - 65	UNA	U	UN	U	60	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GASTON	22	22	Age 26 - 40	LIB	W	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	LIB
BEAUFORT	WDPD	WDPD	Age 41 - 65	UNA	W	NL	M	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GUILFORD	G44	G44	Age Over 66	REP	W	NL	M	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
ORANGE	UNC	CC	Age 18 - 25	UNA	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ORANGE	CH	CH	Age 26 - 40	DEM	W	NL	F	16	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
PASQUOTANK	WEST	3-B	Age 41 - 65	DEM	W	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MOORE	PDN	PDN	Age 26 - 40	UNA	W	UN	M	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAKE	12-02	12-02	Age 41 - 65	UNA	B	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAKE	01-22	01-22	Age 18 - 25	REP	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	240	240	Age Over 66	UNA	W	NL	M	6	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
GUILFORD	JEF3	JEF3	Age 18 - 25	REP	W	NL	F	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
LINCOLN	TA37	TR30	Age 26 - 40	DEM	I	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	45	45	Age Over 66	UNA	W	NL	F	11	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
NEW HANOVER	H13	H09	Age 26 - 40	UNA	W	NL	M	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
BUNCOMBE	07.1	07.1	Age 18 - 25	LIB	W	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	LIB
MECKLENBURG	075	075	Age 18 - 25	REP	W	NL	M	12	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CHATHAM	MCH110	MCH110	Age 18 - 25	UNA	W	UN	M	17	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BUNCOMBE	30.3	30.1	Age 18 - 25	REP	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
JOHNSTON	PR25	PR25	Age Over 66	DEM	B	UN	F	9	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	117	117	Age 26 - 40	LIB	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
RANDOLPH	BC	13	Age Over 66	UNA	W	NL	F	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ONSLOW	CR07	CR07	Age 41 - 65	UNA	W	UN	F	8	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAYNE	28	28	Age 26 - 40	REP	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
DURHAM	55-11	55	Age Over 66	UNA	O	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	232	232	Age Over 66	UNA	A	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BLADEN	P10	P10	Age 18 - 25	UNA	W	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GUILFORD	G54	G54	Age 18 - 25	DEM	B	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MECKLENBURG	211	211	Age 41 - 65	DEM	W	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	089	089	Age 18 - 25	UNA	B	NL	M	18	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
RICHMOND	09	09	Age Over 66	REP	I	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CHEROKEE	BRAS	BRAS	Age 26 - 40	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
BUNCOMBE	48.1	48.1	Age 26 - 40	REP	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAYNE	21	21	Age Over 66	DEM	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CABARRUS	01-04	01-04	Age 41 - 65	DEM	U	UN	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BUNCOMBE	26.1	26.1	Age 41 - 65	DEM	W	NL	M	18	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MECKLENBURG	092	092	Age Over 66	DEM	W	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	20-15	20-02	Age 26 - 40	DEM	A	NL	M	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	CG2	CG2	Age 18 - 25	UNA	U	UN	U	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
ALEXANDER	B1	B1	Age Over 66	UNA	W	NL	F	53	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	009	009	Age 26 - 40	DEM	W	NL	M	25	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CATAWBA	14	14	Age Over 66	UNA	W	UN	F	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ALAMANCE	104	10S	Age 18 - 25	UNA	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
RUTHERFORD	28	28	Age Over 66	UNA	W	UN	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAKE	13-09	13-09	Age Over 66	DEM	O	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	06-05	06-05	Age 18 - 25	UNA	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
DAVIE	02	02	Age Over 66	DEM	W	NL	M	9	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BLADEN	P60	P60	Age 41 - 65	REP	I	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MOORE	PBF	PBF	Age 18 - 25	UNA	O	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
NEW HANOVER	W26	W26	Age 18 - 25	UNA	U	UN	U	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
DURHAM	38	38	Age 26 - 40	DEM	U	UN	M	10	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	SF2	SF2	Age Over 66	DEM	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
ROWAN	35	35	Age 41 - 65	DEM	W	NL	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DAVIDSON	48	48	Age 41 - 65	REP	U	UN	U	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
SURRY	18	18	Age 26 - 40	REP	W	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
BRUNSWICK	02	02	Age Over 66	DEM	B	NL	F	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	DEM
JOHNSTON	PR37	PR15	Age 41 - 65	DEM	I	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	206	206	Age 18 - 25	UNA	W	NL	M	38	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
AVERY	18	18	Age Over 66	REP	W	NL	M	3	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
HARNETT	PR23	PR23	Age 18 - 25	LIB	W	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	LIB
FORSYTH	709	709	Age 26 - 40	REP	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
DAVIDSON	28	28	Age Over 66	REP	W	NL	F	7	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
FORSYTH	061	061	Age 26 - 40	REP	W	NL	M	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
UNION	014	014	Age 26 - 40	DEM	B	NL	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
IREDELL	CH-A	CH-A	Age 26 - 40	LIB	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
NORTHAMPTON	COMIPE	PENDLE	Age 41 - 65	UNA	W	NL	M	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
FORSYTH	908	908	Age 26 - 40	DEM	U	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ORANGE	HE	ENO	Age Over 66	DEM	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
ONSLOW	NE22B	NE22	Age 41 - 65	LIB	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
VANCE	NV	EH2	Age 26 - 40	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
IREDELL	CC4	CC4	Age Over 66	REP	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
VANCE	SCRK	SCRK	Age Over 66	UNA	W	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
ORANGE	RF	RF	Age 41 - 65	DEM	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DUPLIN	WARS	WARS	Age 41 - 65	DEM	U	UN	U	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	08-11	08-11	Age Over 66	UNA	B	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
FORSYTH	132	132	Age 41 - 65	DEM	B	UN	M	11	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	G23	G23	Age 41 - 65	UNA	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
CABARRUS	05-00	05-00	Age Over 66	DEM	W	UN	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
PASQUOTANK	WEST	3-B	Age 26 - 40	UNA	B	UN	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
IREDELL	CH-A	CH-A	Age 41 - 65	DEM	W	NL	M	10	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CABARRUS	02-09	02-09	Age 26 - 40	DEM	U	HL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BUNCOMBE	56.2	102.1	Age 18 - 25	UNA	O	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CALDWELL	PR29	PR29	Age 26 - 40	DEM	W	NL	F	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BRUNSWICK	19	19	Age 41 - 65	DEM	W	NL	M	27	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
JOHNSTON	PR23B	PR23	Age 18 - 25	REP	W	NL	F	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
DAVIDSON	30	30	Age 26 - 40	REP	U	UN	U	7	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
ORANGE	CP	CP	Age 41 - 65	LIB	W	NL	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
MONTGOMERY	MTG	MTG	Age 18 - 25	DEM	U	UN	U	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
SURRY	17	17	Age 26 - 40	REP	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
GASTON	16	16	Age 26 - 40	DEM	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	17-12	17-08	Age 26 - 40	DEM	W	NL	M	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
UNION	034	034	Age 26 - 40	DEM	O	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	038	038	Age 26 - 40	DEM	B	UN	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	04-04	04-04	Age 18 - 25	UNA	O	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	104	104	Age 18 - 25	UNA	U	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAKE	20-04	20-04	Age 26 - 40	DEM	U	UN	U	14	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	32	32	Age Over 66	REP	W	UN	M	19	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
STANLY	0021	0021	Age 26 - 40	UNA	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GUILFORD	H11	H11	Age 41 - 65	DEM	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BRUNSWICK	20	20	Age Over 66	REP	W	NL	F	11	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
FORSYTH	503	503	Age 41 - 65	DEM	B	NL	M	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MOORE	PHB1	PHB1	Age 26 - 40	REP	A	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
NEW HANOVER	FP08	FP05	Age 26 - 40	UNA	W	UN	U	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MCDOWELL	MAR 4	MAR-4	Age 41 - 65	DEM	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WILKES	115A	115A	Age 41 - 65	UNA	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	19-19	19-10	Age Over 66	REP	U	UN	U	18	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	20-06A	20-06	Age 18 - 25	DEM	U	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	02-05	02-05	Age 18 - 25	DEM	W	NL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
PITT	1511B	1511B	Age 18 - 25	UNA	B	NL	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
PITT	1504B	1504	Age 18 - 25	REP	W	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
GASTON	01	01	Age 26 - 40	DEM	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
NASH	P02A	0005	Age 26 - 40	DEM	B	NL	F	7	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
NEW HANOVER	W08	W08	Age 26 - 40	UNA	W	NL	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
ALAMANCE	07	07	Age 18 - 25	REP	W	NL	M	47	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAYNE	12	12	Age 41 - 65	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ORANGE	CF1	CF	Age 26 - 40	UNA	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAKE	18-01	18-01	Age 18 - 25	UNA	W	UN	F	8	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
FRANKLIN	06	06	Age 26 - 40	REP	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
HENDERSON	NW	NW	Age Over 66	REP	W	NL	M	34	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	057	057	Age 41 - 65	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
WAKE	17-07	17-07	Age Over 66	DEM	B	UN	F	21	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
NORTHAMPTON	JARE	REHOBE	Age 41 - 65	REP	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
GASTON	37	37	Age 26 - 40	REP	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
GUILFORD	SF1	SF1	Age 41 - 65	DEM	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	18-02	18-02	Age 18 - 25	UNA	A	UN	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MONTGOMERY	WAD	WAD	Age Over 66	REP	O	NL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
DURHAM	07	07	Age Over 66	UNA	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
UNION	007	007	Age 41 - 65	DEM	B	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
NEW HANOVER	H06	H06	Age 18 - 25	UNA	B	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
