county_desc	election_date	stats_type	precinct_abbrv	vtd_abbrv	party_cd	race_code	ethnic_code	sex_code	age	total_voters	update_date
CRAVEN	11/03/2020	voter	N1	N1	DEM	U	UN	M	Age 18 - 25	1	
SWAIN	11/03/2020	voter	BC2	BC2	DEM	U	UN	U	Age 26 - 40	2	
MACON	11/03/2020	voter	01	01	UNA	U	UN	F	Age 18 - 25	3	
CARTERET	11/03/2020	voter	STEL	STEL	CST	W	NL	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	06-06	06-06	REP	U	UN	U	Age 26 - 40	48	
BUNCOMBE	11/03/2020	voter	59.1	59.1	REP	U	UN	U	Age Over 66	5	
YANCEY	11/03/2020	voter	08 CRA	08-CRA	REP	W	UN	M	Age Over 66	17	
WAKE	11/03/2020	voter	01-13	01-13	UNA	U	NL	M	Age 26 - 40	1	
GRANVILLE	11/03/2020	voter	SASS	SASS	REP	O	NL	M	Age Over 66	2	
JOHNSTON	11/03/2020	voter	PR11B	PR11B	DEM	U	UN	M	Age 18 - 25	3	
MECKLENBURG	11/03/2020	voter	241	241	DEM	M	HL	M	Age 18 - 25	1	
CABARRUS	11/03/2020	voter	12-12	12-12	DEM	W	HL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	44	44	DEM	A	UN	F	Age Over 66	1	
BEAUFORT	11/03/2020	voter	EDWAR	EDWAR	DEM	W	NL	F	Age 18 - 25	1	
SURRY	11/03/2020	voter	26	26	UNA	U	NL	M	Age 18 - 25	1	
CHATHAM	11/03/2020	voter	PIT113	PIT113	UNA	M	HL	M	Age 41 - 65	3	
SURRY	11/03/2020	voter	26	26	DEM	M	NL	M	Age 41 - 65	1	
WAKE	11/03/2020	voter	05-06	05-06	DEM	B	UN	U	Age 18 - 25	1	
RICHMOND	11/03/2020	voter	09	09	REP	B	NL	M	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	149	149	LIB	O	UN	F	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	H22	H22	UNA	U	NL	U	Age 26 - 40	1	
PITT	11/03/2020	voter	1510B	1510B	UNA	A	NL	F	Age 18 - 25	2	
WAKE	11/03/2020	voter	05-07	05-04	REP	M	NL	M	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	G4A	G4	DEM	M	NL	F	Age 41 - 65	2	
FORSYTH	11/03/2020	voter	067	067	UNA	I	UN	M	Age 26 - 40	1	
CHATHAM	11/03/2020	voter	MCH110	MCH110	REP	A	NL	M	Age 26 - 40	2	
HOKE	11/03/2020	voter	61	61	DEM	U	NL	F	Age 18 - 25	1	
CRAVEN	11/03/2020	voter	11	11	UNA	W	UN	F	Age 41 - 65	31	
WAKE	11/03/2020	voter	07-02	07-02	DEM	I	NL	F	Age 41 - 65	1	
JACKSON	11/03/2020	voter	SCC	ALLSC	REP	W	UN	M	Age Over 66	11	
WAKE	11/03/2020	voter	12-06	12-06	REP	B	UN	M	Age 26 - 40	1	
CHATHAM	11/03/2020	voter	MCH110	MCH110	REP	M	NL	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	07-13	07-13	UNA	O	NL	M	Age 26 - 40	4	
PASQUOTANK	11/03/2020	voter	PRO	PRO	DEM	O	UN	F	Age 18 - 25	2	
ALEXANDER	11/03/2020	voter	T1T4T5	T5	LIB	A	NL	F	Age 18 - 25	1	
SCOTLAND	11/03/2020	voter	06-89	08	DEM	I	NL	F	Age 41 - 65	3	
CATAWBA	11/03/2020	voter	24	24	DEM	B	NL	M	Age 18 - 25	8	
UNION	11/03/2020	voter	042	042	UNA	B	UN	F	Age 41 - 65	2	
RICHMOND	11/03/2020	voter	02	02	REP	W	UN	U	Age 18 - 25	1	
LEE	11/03/2020	voter	B2	B	REP	O	HL	F	Age 26 - 40	3	
GASTON	11/03/2020	voter	41	41	UNA	O	HL	F	Age 18 - 25	6	
WILSON	11/03/2020	voter	PRST	PRST	UNA	B	NL	F	Age 41 - 65	12	
BRUNSWICK	11/03/2020	voter	16	16	UNA	O	HL	F	Age 26 - 40	1	
BURKE	11/03/2020	voter	0029-A	0029	DEM	W	UN	M	Age 26 - 40	2	
MACON	11/03/2020	voter	11	11	DEM	U	HL	M	Age 18 - 25	1	
BUNCOMBE	11/03/2020	voter	31.1	31.1	DEM	W	UN	F	Age Over 66	12	
WAKE	11/03/2020	voter	05-03	05-03	DEM	B	NL	F	Age Over 66	10	
MECKLENBURG	11/03/2020	voter	200	200	UNA	A	UN	M	Age Over 66	2	
STANLY	11/03/2020	voter	0008	0008	UNA	W	UN	M	Age 18 - 25	2	
GUILFORD	11/03/2020	voter	SF2	SF2	REP	W	UN	U	Age 41 - 65	4	
GUILFORD	11/03/2020	voter	H04	H04	DEM	A	NL	F	Age 18 - 25	13	
JOHNSTON	11/03/2020	voter	PR20	PR20	UNA	U	NL	M	Age 26 - 40	1	
NEW HANOVER	11/03/2020	voter	H10	H07	UNA	W	UN	U	Age 41 - 65	8	
NASH	11/03/2020	voter	P16A	0040	UNA	O	HL	M	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	506	506	DEM	W	HL	M	Age 26 - 40	2	
CRAVEN	11/03/2020	voter	23	23	UNA	A	NL	M	Age 41 - 65	5	
WAKE	11/03/2020	voter	04-12	04-12	UNA	W	NL	M	Age 18 - 25	42	
CUMBERLAND	11/03/2020	voter	G8A	G8	UNA	A	UN	F	Age 41 - 65	5	
GUILFORD	11/03/2020	voter	NWASH	NWASH	REP	W	UN	F	Age 18 - 25	3	
WAKE	11/03/2020	voter	18-07	18-07	DEM	W	UN	M	Age 41 - 65	21	
HALIFAX	11/03/2020	voter	CONC	CONC	UNA	W	NL	M	Age 26 - 40	2	
WAKE	11/03/2020	voter	04-06	04-06	UNA	U	UN	U	Age Over 66	20	
LEE	11/03/2020	voter	C1	C	REP	M	NL	F	Age 41 - 65	1	
WILSON	11/03/2020	voter	PRWA	PRWA	DEM	O	HL	F	Age Over 66	2	
MECKLENBURG	11/03/2020	voter	022	022	UNA	B	NL	M	Age Over 66	3	
MADISON	11/03/2020	voter	EBBS C	EBBS-C	UNA	O	NL	U	Age 41 - 65	1	
PITT	11/03/2020	voter	1510B	1510B	UNA	U	UN	U	Age Over 66	6	
BUNCOMBE	11/03/2020	voter	62.1	62.1	DEM	O	NL	F	Age Over 66	1	
WAKE	11/03/2020	voter	01-21	01-21	UNA	U	HL	M	Age 26 - 40	10	
MECKLENBURG	11/03/2020	voter	139.1	139.1	LIB	U	UN	U	Age 26 - 40	1	
DURHAM	11/03/2020	voter	27	27	LIB	W	HL	F	Age Over 66	1	
WAYNE	11/03/2020	voter	12	12	UNA	U	UN	M	Age 18 - 25	1	
STOKES	11/03/2020	voter	11	11	REP	U	UN	M	Age 18 - 25	12	
CATAWBA	11/03/2020	voter	03	03	DEM	W	NL	F	Age 26 - 40	17	
ONSLOW	11/03/2020	voter	CR07	CR07	DEM	I	NL	M	Age Over 66	2	
GUILFORD	11/03/2020	voter	G05	G05	DEM	U	UN	U	Age 18 - 25	7	
SAMPSON	11/03/2020	voter	NGRV	NGRV	REP	W	UN	F	Age Over 66	4	
CABARRUS	11/03/2020	voter	01-08	01-08	REP	W	UN	M	Age 18 - 25	10	
WAKE	11/03/2020	voter	16-09	16-09	UNA	W	UN	F	Age 18 - 25	7	
GRANVILLE	11/03/2020	voter	WILT	WILT	UNA	U	UN	M	Age 26 - 40	6	
DUPLIN	11/03/2020	voter	ROSE	ROSE	REP	W	NL	F	Age 18 - 25	15	
ORANGE	11/03/2020	voter	WH	H	REP	W	NL	M	Age Over 66	1	
RUTHERFORD	11/03/2020	voter	10A	10A	UNA	B	NL	F	Age 18 - 25	2	
GREENE	11/03/2020	voter	SUGG	SUGG	UNA	W	NL	F	Age 41 - 65	35	
DURHAM	11/03/2020	voter	43	43	REP	U	UN	U	Age 18 - 25	13	
MECKLENBURG	11/03/2020	voter	227	227	REP	I	NL	F	Age Over 66	1	
GUILFORD	11/03/2020	voter	NCLAY1	NCLAY1	UNA	A	NL	F	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	G39	G39	UNA	B	NL	M	Age 41 - 65	2	
DAVIDSON	11/03/2020	voter	40	40	REP	W	HL	F	Age Over 66	2	
RANDOLPH	11/03/2020	voter	AN	10	DEM	U	UN	M	Age 26 - 40	2	
BUNCOMBE	11/03/2020	voter	52.1	52.1	DEM	B	UN	M	Age Over 66	1	
WAKE	11/03/2020	voter	17-05	17-05	REP	O	NL	F	Age 41 - 65	5	
WAYNE	11/03/2020	voter	16	16	DEM	O	NL	M	Age Over 66	1	
WAKE	11/03/2020	voter	18-06	18-06	UNA	W	UN	F	Age Over 66	7	
ROWAN	11/03/2020	voter	38	38	DEM	W	NL	M	Age 18 - 25	5	
DURHAM	11/03/2020	voter	07	07	DEM	O	HL	F	Age 18 - 25	1	
CUMBERLAND	11/03/2020	voter	CC18	CC18	DEM	I	NL	M	Age Over 66	1	
SCOTLAND	11/03/2020	voter	07	07	UNA	W	NL	F	Age 18 - 25	25	
CUMBERLAND	11/03/2020	voter	CC32	CC32	DEM	B	UN	M	Age 41 - 65	38	
GUILFORD	11/03/2020	voter	G21	G21	REP	O	NL	F	Age Over 66	1	
WAKE	11/03/2020	voter	08-07	08-07	UNA	A	UN	F	Age 41 - 65	6	
NEW HANOVER	11/03/2020	voter	H05	H05	UNA	B	UN	U	Age 41 - 65	1	
DAVIDSON	11/03/2020	voter	26	26	UNA	U	UN	U	Age 41 - 65	10	
CUMBERLAND	11/03/2020	voter	CU02	CU02	DEM	W	NL	M	Age 41 - 65	18	
NEW HANOVER	11/03/2020	voter	M03	M03	DEM	O	NL	F	Age 41 - 65	6	
FORSYTH	11/03/2020	voter	405	405	UNA	M	UN	F	Age 26 - 40	1	
GASTON	11/03/2020	voter	15	15	REP	W	NL	M	Age Over 66	261	
CLEVELAND	11/03/2020	voter	BETHWR	BETHWR	UNA	O	HL	F	Age Over 66	1	
CUMBERLAND	11/03/2020	voter	CL57-2	CL57	UNA	A	NL	M	Age 26 - 40	1	
FRANKLIN	11/03/2020	voter	12	12	DEM	B	NL	F	Age 26 - 40	21	
UNION	11/03/2020	voter	020A	020A	UNA	U	UN	F	Age 26 - 40	12	
WAKE	11/03/2020	voter	01-31	01-31	GRE	B	NL	M	Age 26 - 40	1	
DURHAM	11/03/2020	voter	22	22	UNA	M	HL	F	Age 26 - 40	1	
BUNCOMBE	11/03/2020	voter	49.1	49.1	REP	I	NL	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	04-01	04-01	UNA	O	NL	M	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	079	079	REP	I	NL	M	Age 18 - 25	1	
WAYNE	11/03/2020	voter	05	05	UNA	M	UN	M	Age 18 - 25	2	
CUMBERLAND	11/03/2020	voter	CC01	CC01	UNA	M	UN	F	Age 41 - 65	1	
DUPLIN	11/03/2020	voter	WALL	WALL	DEM	B	NL	F	Age 18 - 25	27	
BURKE	11/03/2020	voter	0065	0065	DEM	W	UN	F	Age 41 - 65	3	
UNION	11/03/2020	voter	038B	038B	REP	O	HL	F	Age 41 - 65	6	
ONSLOW	11/03/2020	voter	FS16	FS16	REP	U	UN	F	Age 26 - 40	7	
DAVIE	11/03/2020	voter	12	12	UNA	M	UN	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	223.1	223.1	UNA	W	NL	M	Age 26 - 40	159	
STOKES	11/03/2020	voter	07	07	REP	W	UN	F	Age 41 - 65	9	
RANDOLPH	11/03/2020	voter	PR	29	UNA	U	UN	M	Age 41 - 65	1	
CATAWBA	11/03/2020	voter	20	20	REP	U	UN	U	Age 18 - 25	15	
GUILFORD	11/03/2020	voter	G21	G21	DEM	I	NL	F	Age 26 - 40	2	
CUMBERLAND	11/03/2020	voter	SL78-3	G11	REP	A	NL	F	Age 26 - 40	5	
MECKLENBURG	11/03/2020	voter	116	116	LIB	W	HL	F	Age 26 - 40	1	
RANDOLPH	11/03/2020	voter	RN	32	DEM	O	UN	F	Age 18 - 25	1	
HARNETT	11/03/2020	voter	PR25	PR25	LIB	U	UN	U	Age 26 - 40	3	
MECKLENBURG	11/03/2020	voter	203	203	DEM	O	NL	M	Age 18 - 25	7	
AVERY	11/03/2020	voter	02	02	REP	W	UN	F	Age 41 - 65	33	
PENDER	11/03/2020	voter	LC09	LC09	UNA	W	HL	F	Age 18 - 25	2	
DAVIE	11/03/2020	voter	11	11	DEM	W	UN	F	Age Over 66	5	
BUNCOMBE	11/03/2020	voter	45.1	45.1	DEM	A	NL	M	Age Over 66	1	
IREDELL	11/03/2020	voter	CC4	CC4	REP	O	HL	U	Age 41 - 65	1	
RUTHERFORD	11/03/2020	voter	05A	05A	REP	U	UN	M	Age 26 - 40	3	
BUNCOMBE	11/03/2020	voter	22.2	104.1	REP	U	UN	U	Age 18 - 25	2	
JOHNSTON	11/03/2020	voter	PR21	PR21	UNA	W	HL	F	Age 41 - 65	1	
JOHNSTON	11/03/2020	voter	PR12B	PR12	CST	W	UN	M	Age Over 66	1	
GUILFORD	11/03/2020	voter	G30	G30	DEM	O	NL	M	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	109	109	DEM	B	UN	F	Age Over 66	1	
ONSLOW	11/03/2020	voter	CL10	CL10	UNA	A	HL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	083	083	DEM	M	UN	M	Age 41 - 65	1	
NEW HANOVER	11/03/2020	voter	CF05	CF03	DEM	O	NL	M	Age 18 - 25	4	
MECKLENBURG	11/03/2020	voter	006	006	REP	O	NL	F	Age Over 66	1	
ROCKINGHAM	11/03/2020	voter	SE	WM	LIB	O	UN	F	Age 18 - 25	1	
CARTERET	11/03/2020	voter	MHD1	MHD1	REP	M	NL	F	Age 26 - 40	2	
BUNCOMBE	11/03/2020	voter	30.3	30.1	UNA	W	HL	M	Age 41 - 65	2	
WAKE	11/03/2020	voter	17-05	17-05	REP	W	UN	M	Age 26 - 40	7	
CUMBERLAND	11/03/2020	voter	CC519	CC05	UNA	W	NL	F	Age 41 - 65	14	
PITT	11/03/2020	voter	1504B	1504	DEM	O	NL	F	Age 18 - 25	5	
YANCEY	11/03/2020	voter	05 GRE	05-GRE	UNA	W	UN	M	Age 41 - 65	5	
MECKLENBURG	11/03/2020	voter	031	031	UNA	B	UN	F	Age 41 - 65	10	
GUILFORD	11/03/2020	voter	G18	G18	DEM	W	UN	M	Age Over 66	2	
CHATHAM	11/03/2020	voter	PIT113	PIT113	REP	A	UN	M	Age 41 - 65	1	
CLEVELAND	11/03/2020	voter	CASAR	CASAR	UNA	U	UN	U	Age 26 - 40	14	
FORSYTH	11/03/2020	voter	504	504	UNA	W	HL	M	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	G2C-1	G2	LIB	B	HL	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	17-10	17-10	UNA	A	UN	M	Age 41 - 65	1	
DAVIE	11/03/2020	voter	08	08	DEM	W	UN	F	Age 26 - 40	8	
LENOIR	11/03/2020	voter	MH	MH	UNA	M	NL	F	Age Over 66	1	
GUILFORD	11/03/2020	voter	G75	G75	DEM	O	HL	F	Age 41 - 65	2	
COLUMBUS	11/03/2020	voter	P06	P06	DEM	W	NL	F	Age Over 66	40	
RUTHERFORD	11/03/2020	voter	06A	06A	UNA	M	NL	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	04-16	04-16	DEM	M	UN	U	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	092	092	DEM	O	HL	M	Age 18 - 25	2	
MECKLENBURG	11/03/2020	voter	098	098	REP	W	NL	M	Age Over 66	11	
ROBESON	11/03/2020	voter	33	33	DEM	U	HL	M	Age 18 - 25	1	
SURRY	11/03/2020	voter	11	11	DEM	U	UN	M	Age 18 - 25	2	
MECKLENBURG	11/03/2020	voter	102	102	DEM	U	NL	F	Age 41 - 65	2	
DURHAM	11/03/2020	voter	24	24	UNA	U	UN	F	Age 18 - 25	1	
WAKE	11/03/2020	voter	05-08	05-04	REP	O	NL	F	Age 41 - 65	6	
CHATHAM	11/03/2020	voter	78	78	LIB	W	UN	M	Age 26 - 40	2	
ALAMANCE	11/03/2020	voter	103	103	LIB	W	UN	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	08-04	08-04	DEM	B	NL	M	Age Over 66	4	
JOHNSTON	11/03/2020	voter	PR23A	PR23	UNA	I	NL	M	Age 26 - 40	2	
WAKE	11/03/2020	voter	16-05	16-05	UNA	W	UN	F	Age Over 66	10	
MECKLENBURG	11/03/2020	voter	228	228	UNA	B	UN	M	Age 26 - 40	19	
MECKLENBURG	11/03/2020	voter	055	055	UNA	B	HL	F	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	031	031	UNA	B	UN	U	Age 26 - 40	2	
CABARRUS	11/03/2020	voter	04-09	04-09	UNA	B	UN	F	Age 18 - 25	1	
RANDOLPH	11/03/2020	voter	SO	34	REP	W	UN	F	Age 41 - 65	73	
MECKLENBURG	11/03/2020	voter	084	084	DEM	O	UN	F	Age 18 - 25	2	
DURHAM	11/03/2020	voter	38	38	DEM	B	HL	F	Age 26 - 40	7	
WAKE	11/03/2020	voter	09-01	09-01	REP	W	UN	M	Age 26 - 40	15	
MECKLENBURG	11/03/2020	voter	222	222	REP	B	NL	F	Age Over 66	4	
CUMBERLAND	11/03/2020	voter	CC12	CC12	REP	O	HL	F	Age 41 - 65	1	
RANDOLPH	11/03/2020	voter	DR	19	REP	O	UN	F	Age 41 - 65	1	
GUILFORD	11/03/2020	voter	G18	G18	DEM	M	HL	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	08-04	08-04	DEM	O	NL	M	Age 41 - 65	2	
WAKE	11/03/2020	voter	01-06	01-06	REP	W	NL	M	Age 41 - 65	65	
FORSYTH	11/03/2020	voter	604	604	DEM	O	NL	F	Age 41 - 65	3	
STANLY	11/03/2020	voter	0003	0003	DEM	U	UN	U	Age Over 66	6	
WAKE	11/03/2020	voter	04-15	04-15	REP	W	NL	F	Age Over 66	45	
CUMBERLAND	11/03/2020	voter	SH77	SH77	DEM	U	UN	F	Age 41 - 65	3	
LENOIR	11/03/2020	voter	K7	K7	UNA	B	NL	F	Age Over 66	7	
GASTON	11/03/2020	voter	16	16	DEM	B	NL	F	Age Over 66	34	
MECKLENBURG	11/03/2020	voter	228	228	LIB	B	UN	U	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	OR1	OR1	DEM	W	UN	M	Age 41 - 65	4	
GASTON	11/03/2020	voter	03	03	REP	U	HL	M	Age 26 - 40	1	
PITT	11/03/2020	voter	 	�	DEM	B	NL	F	Age Over 66	1	
HAYWOOD	11/03/2020	voter	EF	EF	UNA	W	UN	F	Age Over 66	3	
MECKLENBURG	11/03/2020	voter	145	145	UNA	A	UN	M	Age Over 66	5	
JOHNSTON	11/03/2020	voter	PR37	PR16	UNA	M	UN	M	Age 18 - 25	1	
NEW HANOVER	11/03/2020	voter	FP07	FP01	UNA	B	NL	F	Age Over 66	2	
ROCKINGHAM	11/03/2020	voter	MS	CO	UNA	U	UN	F	Age 26 - 40	26	
CATAWBA	11/03/2020	voter	12	12	UNA	B	NL	F	Age 26 - 40	17	
CUMBERLAND	11/03/2020	voter	G8A	G8	DEM	O	HL	F	Age 41 - 65	7	
ALAMANCE	11/03/2020	voter	09N	09N	UNA	W	HL	F	Age Over 66	1	
GUILFORD	11/03/2020	voter	FR2	FR2	DEM	M	NL	F	Age 26 - 40	2	
DURHAM	11/03/2020	voter	53-2	53-2	UNA	O	UN	F	Age 41 - 65	4	
CABARRUS	11/03/2020	voter	02-01	02-01	UNA	W	UN	U	Age 26 - 40	1	
WAKE	11/03/2020	voter	18-01	18-01	UNA	A	UN	M	Age 41 - 65	5	
WAKE	11/03/2020	voter	18-04	18-04	DEM	W	UN	U	Age 18 - 25	1	
ROWAN	11/03/2020	voter	18	18	UNA	U	UN	U	Age 18 - 25	11	
HALIFAX	11/03/2020	voter	LIT	LIT-1	DEM	B	NL	F	Age 18 - 25	32	
CUMBERLAND	11/03/2020	voter	G7B	G7	UNA	W	NL	F	Age 41 - 65	46	
HARNETT	11/03/2020	voter	PR20	PR20	UNA	B	NL	F	Age 18 - 25	11	
CURRITUCK	11/03/2020	voter	CH	CH	LIB	U	UN	U	Age 26 - 40	3	
ROCKINGHAM	11/03/2020	voter	LK-2	LK-2	REP	W	NL	F	Age 41 - 65	193	
WILSON	11/03/2020	voter	PRCR	PRCR	REP	W	NL	F	Age Over 66	100	
WAYNE	11/03/2020	voter	01	01	UNA	W	UN	F	Age 18 - 25	7	
PITT	11/03/2020	voter	1512A	1512A	UNA	B	NL	F	Age 26 - 40	68	
ROWAN	11/03/2020	voter	16	16	REP	B	UN	M	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	062	062	DEM	W	HL	F	Age 41 - 65	4	
DAVIDSON	11/03/2020	voter	68	68	DEM	W	UN	F	Age Over 66	17	
HALIFAX	11/03/2020	voter	RR 10	RR-10	DEM	B	NL	F	Age Over 66	88	
CLEVELAND	11/03/2020	voter	S C	S2	DEM	W	NL	U	Age 18 - 25	1	
CUMBERLAND	11/03/2020	voter	CC07	CC07	DEM	B	UN	F	Age 41 - 65	4	
GUILFORD	11/03/2020	voter	NCGR1	NCGR1	DEM	O	HL	M	Age 18 - 25	2	
WAKE	11/03/2020	voter	06-07	06-07	REP	B	NL	F	Age 18 - 25	1	
LENOIR	11/03/2020	voter	FC	FC	REP	W	NL	M	Age 26 - 40	86	
CLEVELAND	11/03/2020	voter	S S	S6	REP	W	UN	M	Age 26 - 40	10	
GUILFORD	11/03/2020	voter	G30	G30	UNA	U	UN	U	Age 18 - 25	10	
WAKE	11/03/2020	voter	15-02	15-02	DEM	O	HL	M	Age 26 - 40	4	
WAKE	11/03/2020	voter	08-06	08-06	DEM	W	UN	M	Age 18 - 25	1	
WATAUGA	11/03/2020	voter	06	06	REP	W	NL	M	Age 18 - 25	134	
WAKE	11/03/2020	voter	18-06	18-06	UNA	M	UN	F	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	008	008	DEM	W	UN	M	Age Over 66	2	
FORSYTH	11/03/2020	voter	082	082	UNA	U	HL	M	Age 18 - 25	8	
DARE	11/03/2020	voter	MATO	MATO	DEM	B	UN	U	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	142	142	DEM	W	UN	M	Age 18 - 25	8	
MECKLENBURG	11/03/2020	voter	232	232	UNA	W	NL	M	Age 26 - 40	139	
CUMBERLAND	11/03/2020	voter	G5C	G5	REP	I	NL	F	Age Over 66	1	
ROCKINGHAM	11/03/2020	voter	MA	MA	LIB	W	NL	F	Age 26 - 40	2	
DURHAM	11/03/2020	voter	38	38	DEM	U	UN	F	Age 18 - 25	12	
CLEVELAND	11/03/2020	voter	BR	BSPGS	UNA	O	HL	M	Age 18 - 25	1	
SURRY	11/03/2020	voter	28	28	REP	W	NL	F	Age 18 - 25	18	
RUTHERFORD	11/03/2020	voter	11	11	REP	U	UN	F	Age 26 - 40	1	
MOORE	11/03/2020	voter	WND	WAB	REP	W	NL	M	Age 18 - 25	1	
CARTERET	11/03/2020	voter	BOGU	BOGU	UNA	B	NL	F	Age 41 - 65	7	
WAKE	11/03/2020	voter	07-13	07-13	UNA	W	UN	U	Age 41 - 65	1	
PITT	11/03/2020	voter	1511B	1511B	DEM	U	UN	U	Age 41 - 65	18	
WAYNE	11/03/2020	voter	07	07	UNA	U	HL	M	Age Over 66	1	
MCDOWELL	11/03/2020	voter	GLENWD	GLENWD	DEM	W	UN	F	Age Over 66	12	
DAVIDSON	11/03/2020	voter	10	10	REP	W	UN	U	Age 41 - 65	3	
NORTHAMPTON	11/03/2020	voter	JARE	REHOBE	REP	W	NL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	074	074	DEM	O	HL	M	Age 41 - 65	2	
MADISON	11/03/2020	voter	SOUTH	SOUTH	REP	U	UN	U	Age 26 - 40	4	
LEE	11/03/2020	voter	D1	D	DEM	W	NL	F	Age 18 - 25	13	
YADKIN	11/03/2020	voter	NLIB	NLIB	UNA	W	HL	M	Age 18 - 25	3	
HAYWOOD	11/03/2020	voter	JC	JC	REP	O	HL	F	Age 18 - 25	1	
UNION	11/03/2020	voter	028C	028	UNA	W	UN	M	Age 26 - 40	14	
CUMBERLAND	11/03/2020	voter	G5A-1	G5	UNA	A	NL	M	Age 18 - 25	3	
PENDER	11/03/2020	voter	SP15	SP15	DEM	U	UN	F	Age 26 - 40	2	
WAKE	11/03/2020	voter	18-02	18-02	UNA	B	UN	U	Age 26 - 40	1	
CHATHAM	11/03/2020	voter	15	15	DEM	O	NL	M	Age 41 - 65	1	
ROBESON	11/03/2020	voter	34	34	DEM	I	NL	F	Age 41 - 65	173	
CUMBERLAND	11/03/2020	voter	CC27	CC27	DEM	B	NL	M	Age Over 66	48	
CHATHAM	11/03/2020	voter	18	18	DEM	W	NL	U	Age 41 - 65	1	
BUNCOMBE	11/03/2020	voter	23.3	25.1	DEM	W	NL	M	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	G54	G54	DEM	B	NL	F	Age Over 66	87	
PERQUIMANS	11/03/2020	voter	BETHEL	BETHEL	UNA	M	UN	M	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	503	503	REP	W	NL	M	Age 41 - 65	20	
WAYNE	11/03/2020	voter	12	12	UNA	O	HL	M	Age Over 66	1	
FORSYTH	11/03/2020	voter	801	801	DEM	B	NL	M	Age Over 66	6	
DAVIDSON	11/03/2020	voter	24	24	UNA	O	HL	F	Age 18 - 25	2	
ROBESON	11/03/2020	voter	30	30	REP	O	HL	F	Age 26 - 40	1	
HALIFAX	11/03/2020	voter	RR 11	RR-11	REP	U	UN	U	Age Over 66	3	
CUMBERLAND	11/03/2020	voter	G2C-2	G2	LIB	A	NL	F	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	G2C-2	G2	UNA	O	NL	F	Age 41 - 65	3	
RANDOLPH	11/03/2020	voter	ST	35	UNA	W	UN	M	Age 26 - 40	7	
YANCEY	11/03/2020	voter	06 JAC	06-JAC	REP	W	UN	U	Age 41 - 65	2	
WAKE	11/03/2020	voter	03-00	03-00	REP	O	UN	M	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	234	234	CST	B	UN	M	Age 18 - 25	1	
STANLY	11/03/2020	voter	0022	0022	DEM	U	UN	F	Age 18 - 25	1	
RICHMOND	11/03/2020	voter	08	08	REP	I	UN	M	Age Over 66	1	
RUTHERFORD	11/03/2020	voter	30	30	DEM	U	NL	F	Age 41 - 65	1	
SCOTLAND	11/03/2020	voter	05-10	10	UNA	U	UN	U	Age Over 66	4	
DURHAM	11/03/2020	voter	09	09	DEM	W	HL	M	Age 18 - 25	2	
HALIFAX	11/03/2020	voter	RRCE	RR-6	DEM	B	UN	F	Age Over 66	5	
WAKE	11/03/2020	voter	01-16	01-16	DEM	A	UN	M	Age 41 - 65	1	
WAKE	11/03/2020	voter	18-06	18-06	DEM	B	HL	M	Age 41 - 65	1	
ROCKINGHAM	11/03/2020	voter	WS	AV	UNA	W	HL	M	Age 41 - 65	2	
PASQUOTANK	11/03/2020	voter	EAST	1-A	DEM	B	UN	F	Age 26 - 40	37	
ORANGE	11/03/2020	voter	OG	OG	DEM	W	HL	M	Age 41 - 65	1	
WAKE	11/03/2020	voter	12-04	12-04	REP	U	UN	U	Age 26 - 40	77	
BUNCOMBE	11/03/2020	voter	25.1	25.1	LIB	U	UN	U	Age 26 - 40	2	
POLK	11/03/2020	voter	SA04	SA04	UNA	W	UN	F	Age Over 66	17	
GREENE	11/03/2020	voter	BULL	BULL	REP	O	HL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	241	241	DEM	M	HL	F	Age 26 - 40	2	
